GenericDrugName	SideeffectTerm	Source
azelastine	arthropathy	OFFSIDES
azelastine	diverticulitis	OFFSIDES
azelastine	lacrimation increased	OFFSIDES
azelastine	ligament sprain	OFFSIDES
azelastine	sleep disorder	OFFSIDES
azelastine	increased appetite	OFFSIDES
azelastine	laceration	OFFSIDES
azelastine	impaired healing	OFFSIDES
azelastine	nocturia	OFFSIDES
azelastine	dehydration	OFFSIDES
azelastine	neuralgia	OFFSIDES
azelastine	snoring	OFFSIDES
azelastine	breast cancer	OFFSIDES
azelastine	blood alkaline phosphatase increased	OFFSIDES
azelastine	paraesthesia oral	OFFSIDES
azelastine	hypertension	SIDER
azelastine	musculoskeletal pain	OFFSIDES
azelastine	muscle contractions involuntary	SIDER
azelastine	ill-defined disorder	OFFSIDES
azelastine	osteoporosis	OFFSIDES
azelastine	hyperhidrosis	OFFSIDES
azelastine	cataract	OFFSIDES
azelastine	mental disorder	OFFSIDES
azelastine	ageusia	OFFSIDES
azelastine	dry throat	OFFSIDES
azelastine	flank pain	OFFSIDES
azelastine	atelectasis	OFFSIDES
azelastine	abdominal pain upper	OFFSIDES
azelastine	pneumothorax	OFFSIDES
azelastine	osteomyelitis	OFFSIDES
azelastine	xerophthalmia	SIDER
azelastine	anaphylactic shock	SIDER
azelastine	sinus bradycardia	OFFSIDES
azelastine	neuropathy peripheral	OFFSIDES
azelastine	ear infection	OFFSIDES
azelastine	mucosal inflammation	OFFSIDES
azelastine	gastrointestinal disorder	OFFSIDES
azelastine	arrhythmia	OFFSIDES
azelastine	angiopathy	OFFSIDES
azelastine	vulvovaginal pruritus	OFFSIDES
azelastine	hypoaesthesia	OFFSIDES
azelastine	asthma	OFFSIDES
azelastine	amnesia	OFFSIDES
azelastine	abdominal discomfort	OFFSIDES
azelastine	eczema	OFFSIDES
azelastine	migraine	OFFSIDES
azelastine	depressed mood	OFFSIDES
azelastine	oropharyngeal pain	OFFSIDES
azelastine	crying	OFFSIDES
azelastine	nail disorder	OFFSIDES
azelastine	major depression	OFFSIDES
azelastine	fluid overload	OFFSIDES
azelastine	acute myocardial infarction	OFFSIDES
azelastine	tooth infection	OFFSIDES
azelastine	throat irritation	SIDER
azelastine	glaucoma	OFFSIDES
azelastine	deafness	OFFSIDES
azelastine	rash generalised	OFFSIDES
azelastine	mucous membrane disorder	OFFSIDES
azelastine	bone disorder	OFFSIDES
azelastine	dysphonia	OFFSIDES
azelastine	accommodation disorder	OFFSIDES
azelastine	nervousness	SIDER
azelastine	vision blurred	SIDER
azelastine	influenza like illness	OFFSIDES
azelastine	face oedema	SIDER
azelastine	hypertonia	OFFSIDES
azelastine	tension	SIDER
azelastine	azotaemia	OFFSIDES
azelastine	thrombophlebitis	OFFSIDES
azelastine	hypoaesthesia oral	OFFSIDES
azelastine	bone pain	OFFSIDES
azelastine	lymphocyte count decreased	OFFSIDES
azelastine	cardiac murmur	OFFSIDES
azelastine	gastrointestinal pain	SIDER
azelastine	eye infection	OFFSIDES
azelastine	anaemia	OFFSIDES
azelastine	emotional disorder	OFFSIDES
azelastine	eye pruritus	OFFSIDES
azelastine	throat tightness	OFFSIDES
azelastine	cholecystitis	OFFSIDES
azelastine	rash	SIDER
azelastine	abdominal pain	SIDER
azelastine	dysuria	OFFSIDES
azelastine	nasal dryness	OFFSIDES
azelastine	arteriosclerosis	OFFSIDES
azelastine	musculoskeletal discomfort	OFFSIDES
azelastine	cerebellar syndrome	OFFSIDES
azelastine	skin lesion	OFFSIDES
azelastine	productive cough	OFFSIDES
azelastine	tongue discolouration	OFFSIDES
azelastine	pruritus	SIDER
azelastine	conjunctivitis allergic	OFFSIDES
azathioprine	transient ischaemic attack	OFFSIDES
azathioprine	blood lactate dehydrogenase increased	OFFSIDES
azathioprine	candida infection	OFFSIDES
azathioprine	atrioventricular block complete	OFFSIDES
azathioprine	bipolar disorder	OFFSIDES
azathioprine	asthenia	OFFSIDES
azathioprine	hypokinesia	OFFSIDES
azathioprine	ascites	OFFSIDES
azathioprine	tongue disorder	OFFSIDES
azathioprine	hyperkeratosis	OFFSIDES
azathioprine	hyporeflexia	OFFSIDES
azathioprine	dry skin	OFFSIDES
azathioprine	basal cell carcinoma	OFFSIDES
azathioprine	disseminated intravascular coagulation	OFFSIDES
azathioprine	nephrolithiasis	OFFSIDES
azathioprine	feeling abnormal	OFFSIDES
azathioprine	anuria	OFFSIDES
azathioprine	anxiety	OFFSIDES
azathioprine	scleritis	OFFSIDES
azathioprine	rhabdomyolysis	OFFSIDES
azathioprine	blood creatinine increased	OFFSIDES
azathioprine	balance disorder	OFFSIDES
azathioprine	erythema	OFFSIDES
azathioprine	herpes zoster	OFFSIDES
azathioprine	sinusitis	OFFSIDES
azathioprine	crohn's disease	OFFSIDES
azathioprine	clostridium difficile colitis	OFFSIDES
azathioprine	musculoskeletal stiffness	OFFSIDES
azathioprine	scab	OFFSIDES
azathioprine	hypotonia	OFFSIDES
azathioprine	herpes simplex	OFFSIDES
azathioprine	immune system disorder	OFFSIDES
azathioprine	nystagmus	OFFSIDES
azathioprine	renal impairment	OFFSIDES
azathioprine	cough	OFFSIDES
azathioprine	gastroenteritis	OFFSIDES
azathioprine	skin discolouration	OFFSIDES
azathioprine	injection site erythema	OFFSIDES
azathioprine	pulmonary congestion	OFFSIDES
azathioprine	pain	OFFSIDES
azathioprine	pleural effusion	OFFSIDES
azathioprine	haemolytic anaemia	OFFSIDES
azathioprine	respiratory tract congestion	OFFSIDES
azathioprine	arthropathy	OFFSIDES
azathioprine	blepharospasm	OFFSIDES
azathioprine	blood disorder	OFFSIDES
azathioprine	muscle tightness	OFFSIDES
azathioprine	impaired healing	OFFSIDES
azathioprine	nocturia	OFFSIDES
azathioprine	dehydration	OFFSIDES
azathioprine	injection site induration	OFFSIDES
azathioprine	apathy	OFFSIDES
azathioprine	osteoporosis	OFFSIDES
azathioprine	pulmonary function test decreased	OFFSIDES
azathioprine	cataract	OFFSIDES
azathioprine	joint stiffness	OFFSIDES
azathioprine	peritonitis	OFFSIDES
azathioprine	osteomyelitis	OFFSIDES
azathioprine	pyelonephritis	OFFSIDES
azathioprine	nephropathy toxic	OFFSIDES
azathioprine	gastrointestinal disorder	OFFSIDES
azathioprine	arrhythmia	OFFSIDES
azathioprine	body temperature increased	OFFSIDES
azathioprine	speech disorder	OFFSIDES
azathioprine	hyperphosphataemia	OFFSIDES
azathioprine	blood urine present	OFFSIDES
azathioprine	abdominal discomfort	OFFSIDES
azathioprine	dental caries	OFFSIDES
azathioprine	migraine	OFFSIDES
azathioprine	oropharyngeal pain	OFFSIDES
azathioprine	hepatic failure	OFFSIDES
azathioprine	tubulointerstitial nephritis	OFFSIDES
azathioprine	fluid overload	OFFSIDES
azathioprine	acute myocardial infarction	OFFSIDES
azathioprine	hepatic necrosis	OFFSIDES
azathioprine	gamma-glutamyltransferase increased	OFFSIDES
azathioprine	cushing's syndrome	OFFSIDES
azathioprine	nausea	OFFSIDES
azathioprine	influenza like illness	OFFSIDES
azathioprine	polyneuropathy	OFFSIDES
azathioprine	hypertonia	OFFSIDES
azathioprine	prostatitis	OFFSIDES
azathioprine	nephrotic syndrome	OFFSIDES
azathioprine	fatigue	OFFSIDES
azathioprine	bone pain	OFFSIDES
azathioprine	faecaloma	OFFSIDES
azathioprine	acute coronary syndrome	OFFSIDES
azathioprine	haematoma	OFFSIDES
azathioprine	pleurisy	OFFSIDES
azathioprine	blood potassium decreased	OFFSIDES
azathioprine	duodenal ulcer	OFFSIDES
azathioprine	malignant melanoma	OFFSIDES
azathioprine	skin hypertrophy	OFFSIDES
azathioprine	staphylococcal infection	OFFSIDES
azathioprine	respiratory failure	OFFSIDES
azathioprine	post procedural haemorrhage	OFFSIDES
azathioprine	dyspepsia	OFFSIDES
azathioprine	drug ineffective	OFFSIDES
azathioprine	intestinal obstruction	OFFSIDES
azathioprine	faeces discoloured	OFFSIDES
azathioprine	dysuria	OFFSIDES
azathioprine	ataxia	OFFSIDES
azathioprine	iron deficiency anaemia	OFFSIDES
azathioprine	tracheobronchitis	OFFSIDES
azathioprine	skin lesion	OFFSIDES
azathioprine	acute respiratory distress syndrome	OFFSIDES
bromazepam	aggression	SIDER
bromazepam	eye disorder	SIDER
bromazepam	asthenia	SIDER
bromazepam	decreased appetite	SIDER
bromazepam	depressed level of consciousness	SIDER
bromazepam	cardiac arrest	SIDER
bromazepam	hallucination	SIDER
bromazepam	dermatitis	SIDER
bromazepam	connective tissue disorder	SIDER
bromazepam	diplopia	SIDER
bromazepam	malnutrition	SIDER
bromazepam	incontinence	SIDER
bromazepam	cardiac failure	SIDER
bromazepam	psychotic disorder	SIDER
bromazepam	tachycardia	SIDER
bromazepam	palpitations	SIDER
bromazepam	multiple fractures	SIDER
bromazepam	skin disorder	SIDER
bromazepam	anger	SIDER
bromazepam	fracture	SIDER
bromazepam	pulmonary function test decreased	SIDER
bromazepam	mental disorder	SIDER
bromazepam	agitation	SIDER
bromazepam	muscular weakness	SIDER
bromazepam	dry mouth	SIDER
bromazepam	nervous system disorder	SIDER
bromazepam	nervousness	SIDER
bromazepam	muscle spasms	SIDER
bromazepam	vision blurred	SIDER
bromazepam	respiratory depression	SIDER
bromazepam	tremor	SIDER
bromazepam	haemoglobin decreased	SIDER
bromazepam	tension	SIDER
bromazepam	fatigue	SIDER
bromazepam	cardiac disorder	SIDER
bromazepam	irritability	SIDER
bromazepam	emotional disorder	SIDER
bromazepam	rash	SIDER
bromazepam	nightmare	SIDER
bromazepam	hypotension	SIDER
bromazepam	delusion	SIDER
bromazepam	pruritus	SIDER
aminophylline	blood lactate dehydrogenase increased	OFFSIDES
aminophylline	bipolar disorder	OFFSIDES
aminophylline	polycythaemia	OFFSIDES
aminophylline	depressed level of consciousness	OFFSIDES
aminophylline	hypoxia	OFFSIDES
aminophylline	emphysema	OFFSIDES
aminophylline	feeling abnormal	OFFSIDES
aminophylline	prothrombin level decreased	OFFSIDES
aminophylline	cardiovascular disorder	OFFSIDES
aminophylline	colitis	OFFSIDES
aminophylline	bronchitis	OFFSIDES
aminophylline	chest pain	OFFSIDES
aminophylline	lung infection	OFFSIDES
aminophylline	nasopharyngitis	OFFSIDES
aminophylline	colitis ischaemic	OFFSIDES
aminophylline	brain oedema	OFFSIDES
aminophylline	incontinence	OFFSIDES
aminophylline	cardiac failure	OFFSIDES
aminophylline	abnormal dreams	OFFSIDES
aminophylline	cyanosis	OFFSIDES
aminophylline	acidosis	OFFSIDES
aminophylline	pancreatitis	OFFSIDES
aminophylline	status epilepticus	OFFSIDES
aminophylline	adrenal insufficiency	OFFSIDES
aminophylline	blood glucose decreased	OFFSIDES
aminophylline	dysphoria	OFFSIDES
aminophylline	cough	OFFSIDES
aminophylline	injection site erythema	OFFSIDES
aminophylline	musculoskeletal chest pain	OFFSIDES
aminophylline	alanine aminotransferase increased	OFFSIDES
aminophylline	metabolic acidosis	OFFSIDES
aminophylline	blood alkaline phosphatase increased	OFFSIDES
aminophylline	paraesthesia oral	OFFSIDES
aminophylline	blood triglycerides increased	OFFSIDES
aminophylline	sudden death	OFFSIDES
aminophylline	cerebral ischaemia	OFFSIDES
aminophylline	gastric ulcer	OFFSIDES
aminophylline	oliguria	OFFSIDES
aminophylline	neuropathy peripheral	OFFSIDES
aminophylline	atrial flutter	OFFSIDES
aminophylline	gastrointestinal disorder	OFFSIDES
aminophylline	arrhythmia	OFFSIDES
aminophylline	asthma	OFFSIDES
aminophylline	abdominal discomfort	OFFSIDES
aminophylline	hyperventilation	OFFSIDES
aminophylline	oropharyngeal pain	OFFSIDES
aminophylline	hepatic failure	OFFSIDES
aminophylline	crying	OFFSIDES
aminophylline	hepatic necrosis	OFFSIDES
aminophylline	intestinal perforation	OFFSIDES
aminophylline	hypoaesthesia oral	OFFSIDES
aminophylline	acute coronary syndrome	OFFSIDES
aminophylline	pleurisy	OFFSIDES
aminophylline	cardiac murmur	OFFSIDES
aminophylline	cholecystitis	OFFSIDES
aminophylline	respiratory failure	OFFSIDES
aminophylline	gastrointestinal perforation	OFFSIDES
aminophylline	angioedema	OFFSIDES
aminophylline	stridor	OFFSIDES
aminophylline	iron deficiency anaemia	OFFSIDES
aminophylline	gynaecomastia	OFFSIDES
aminophylline	neurosis	OFFSIDES
aminophylline	productive cough	OFFSIDES
aminophylline	ischaemia	OFFSIDES
medroxyprogesterone	proctitis	OFFSIDES
medroxyprogesterone	bipolar disorder	OFFSIDES
medroxyprogesterone	jaundice	SIDER
medroxyprogesterone	rectal haemorrhage	SIDER
medroxyprogesterone	ventricular fibrillation	OFFSIDES
medroxyprogesterone	nodule	OFFSIDES
medroxyprogesterone	dry skin	SIDER
medroxyprogesterone	basal cell carcinoma	OFFSIDES
medroxyprogesterone	loss of consciousness	SIDER
medroxyprogesterone	paraesthesia	SIDER
medroxyprogesterone	galactorrhoea	SIDER
medroxyprogesterone	varicose vein	SIDER
medroxyprogesterone	chest pain	SIDER
medroxyprogesterone	electrocardiogram st segment depression	OFFSIDES
medroxyprogesterone	angle closure glaucoma	OFFSIDES
medroxyprogesterone	neoplasm	SIDER
medroxyprogesterone	induration	OFFSIDES
medroxyprogesterone	dyspareunia	SIDER
medroxyprogesterone	syncope	SIDER
medroxyprogesterone	endometrial disorder	OFFSIDES
medroxyprogesterone	urticaria	SIDER
medroxyprogesterone	hepatobiliary disease	SIDER
medroxyprogesterone	seborrhoeic keratosis	OFFSIDES
medroxyprogesterone	tachycardia	SIDER
medroxyprogesterone	immune system disorder	SIDER
medroxyprogesterone	dyspnoea	SIDER
medroxyprogesterone	hypersensitivity	SIDER
medroxyprogesterone	skin odour abnormal	SIDER
medroxyprogesterone	breast disorder	SIDER
medroxyprogesterone	anaphylactoid reaction	SIDER
medroxyprogesterone	thirst	SIDER
medroxyprogesterone	skin disorder	SIDER
medroxyprogesterone	aplasia pure red cell	OFFSIDES
medroxyprogesterone	blood disorder	SIDER
medroxyprogesterone	metabolic acidosis	OFFSIDES
medroxyprogesterone	paralysis	SIDER
medroxyprogesterone	breast cancer	SIDER
medroxyprogesterone	osteoporosis	SIDER
medroxyprogesterone	pulmonary embolism	SIDER
medroxyprogesterone	hyperhidrosis	SIDER
medroxyprogesterone	pulmonary function test decreased	OFFSIDES
medroxyprogesterone	mental disorder	SIDER
medroxyprogesterone	injection site pain	SIDER
medroxyprogesterone	febrile neutropenia	OFFSIDES
medroxyprogesterone	mucosal inflammation	OFFSIDES
medroxyprogesterone	angiopathy	SIDER
medroxyprogesterone	swelling	SIDER
medroxyprogesterone	body temperature increased	SIDER
medroxyprogesterone	breast discharge	SIDER
medroxyprogesterone	asthma	SIDER
medroxyprogesterone	unintended pregnancy	SIDER
medroxyprogesterone	myelitis	OFFSIDES
medroxyprogesterone	nervous system disorder	SIDER
medroxyprogesterone	mucous membrane disorder	OFFSIDES
medroxyprogesterone	bone disorder	SIDER
medroxyprogesterone	dysphonia	SIDER
medroxyprogesterone	shock	SIDER
medroxyprogesterone	infection	SIDER
medroxyprogesterone	thrombophlebitis	SIDER
medroxyprogesterone	cardiac disorder	SIDER
medroxyprogesterone	chills	SIDER
medroxyprogesterone	anaemia	SIDER
medroxyprogesterone	prostatic disorder	OFFSIDES
medroxyprogesterone	euphoric mood	OFFSIDES
medroxyprogesterone	dyspepsia	SIDER
medroxyprogesterone	angioedema	SIDER
medroxyprogesterone	injection site inflammation	OFFSIDES
medroxyprogesterone	nasal dryness	OFFSIDES
medroxyprogesterone	libido increased	SIDER
medroxyprogesterone	pruritus	SIDER
medroxyprogesterone	deep vein thrombosis	SIDER
medroxyprogesterone	hirsutism	SIDER
sodium oxybate	decreased appetite	SIDER
sodium oxybate	hypersensitivity	SIDER
sodium oxybate	hypertension	SIDER
sodium oxybate	weight decreased	SIDER
sodium oxybate	memory impairment	SIDER
sodium oxybate	vision blurred	SIDER
sodium oxybate	arthralgia	SIDER
sodium oxybate	hangover	SIDER
sodium oxybate	fluid retention	SIDER
sodium oxybate	musculoskeletal discomfort	SIDER
sodium oxybate	panic attack	SIDER
tipranavir	miosis	OFFSIDES
tipranavir	ascites	OFFSIDES
tipranavir	completed suicide	OFFSIDES
tipranavir	encephalopathy	OFFSIDES
tipranavir	cerebral haemorrhage	OFFSIDES
tipranavir	hypophosphataemia	OFFSIDES
tipranavir	erythema	OFFSIDES
tipranavir	sinusitis	OFFSIDES
tipranavir	lymphoma	OFFSIDES
tipranavir	hepatocellular injury	OFFSIDES
tipranavir	cardiac failure	OFFSIDES
tipranavir	epididymitis	OFFSIDES
tipranavir	immune system disorder	OFFSIDES
tipranavir	coma	OFFSIDES
tipranavir	transaminases increased	OFFSIDES
tipranavir	rhonchi	OFFSIDES
tipranavir	lung infiltration	OFFSIDES
tipranavir	lymphocytosis	OFFSIDES
tipranavir	flank pain	OFFSIDES
tipranavir	osteomyelitis	OFFSIDES
tipranavir	gastrointestinal disorder	OFFSIDES
tipranavir	fluid overload	OFFSIDES
tipranavir	intestinal perforation	OFFSIDES
tipranavir	cognitive disorder	OFFSIDES
tipranavir	psoriasis	OFFSIDES
tipranavir	prostatitis	OFFSIDES
tipranavir	nephrotic syndrome	OFFSIDES
tipranavir	haematoma	OFFSIDES
tipranavir	dysaesthesia	OFFSIDES
tipranavir	staphylococcal infection	OFFSIDES
tipranavir	prostatic disorder	OFFSIDES
tipranavir	cholecystitis	OFFSIDES
tipranavir	post procedural haemorrhage	OFFSIDES
tipranavir	drug ineffective	OFFSIDES
tipranavir	septic shock	OFFSIDES
tipranavir	delusion	OFFSIDES
tipranavir	pulmonary hypertension	OFFSIDES
tipranavir	acute respiratory distress syndrome	OFFSIDES
tiagabine	aggression	OFFSIDES
tiagabine	transient ischaemic attack	OFFSIDES
tiagabine	mania	OFFSIDES
tiagabine	wound secretion	OFFSIDES
tiagabine	candida infection	OFFSIDES
tiagabine	bipolar disorder	OFFSIDES
tiagabine	basal cell carcinoma	OFFSIDES
tiagabine	nasal congestion	OFFSIDES
tiagabine	completed suicide	OFFSIDES
tiagabine	burning sensation	OFFSIDES
tiagabine	emphysema	OFFSIDES
tiagabine	pain of skin	OFFSIDES
tiagabine	anxiety	OFFSIDES
tiagabine	application site irritation	OFFSIDES
tiagabine	coordination abnormal	OFFSIDES
tiagabine	ulcer	OFFSIDES
tiagabine	conversion disorder	OFFSIDES
tiagabine	chromatopsia	OFFSIDES
tiagabine	sinusitis	OFFSIDES
tiagabine	incontinence	OFFSIDES
tiagabine	peripheral ischaemia	OFFSIDES
tiagabine	status epilepticus	OFFSIDES
tiagabine	intermittent claudication	OFFSIDES
tiagabine	blood glucose decreased	OFFSIDES
tiagabine	application site rash	OFFSIDES
tiagabine	skin discolouration	OFFSIDES
tiagabine	injection site erythema	OFFSIDES
tiagabine	anger	OFFSIDES
tiagabine	feeling drunk	OFFSIDES
tiagabine	lethargy	OFFSIDES
tiagabine	blepharospasm	OFFSIDES
tiagabine	blood disorder	OFFSIDES
tiagabine	pericarditis	OFFSIDES
tiagabine	impaired healing	OFFSIDES
tiagabine	rhonchi	OFFSIDES
tiagabine	cold sweat	OFFSIDES
tiagabine	cataract	OFFSIDES
tiagabine	joint stiffness	OFFSIDES
tiagabine	hypoalbuminaemia	OFFSIDES
tiagabine	atelectasis	OFFSIDES
tiagabine	abdominal pain upper	OFFSIDES
tiagabine	pneumothorax	OFFSIDES
tiagabine	osteomyelitis	OFFSIDES
tiagabine	tardive dyskinesia	OFFSIDES
tiagabine	arrhythmia	OFFSIDES
tiagabine	akinesia	OFFSIDES
tiagabine	body temperature increased	OFFSIDES
tiagabine	hyperphosphataemia	OFFSIDES
tiagabine	amnesia	OFFSIDES
tiagabine	abdominal discomfort	OFFSIDES
tiagabine	thinking abnormal	OFFSIDES
tiagabine	crying	OFFSIDES
tiagabine	major depression	OFFSIDES
tiagabine	supraventricular tachycardia	OFFSIDES
tiagabine	fluid overload	OFFSIDES
tiagabine	respiration abnormal	OFFSIDES
tiagabine	bruxism	OFFSIDES
tiagabine	bone disorder	OFFSIDES
tiagabine	application site pruritus	OFFSIDES
tiagabine	cognitive disorder	OFFSIDES
tiagabine	neuroleptic malignant syndrome	OFFSIDES
tiagabine	nephrotic syndrome	OFFSIDES
tiagabine	fatigue	OFFSIDES
tiagabine	haematoma	OFFSIDES
tiagabine	dysaesthesia	OFFSIDES
tiagabine	blood potassium decreased	OFFSIDES
tiagabine	abnormal behaviour	OFFSIDES
tiagabine	breath sounds abnormal	OFFSIDES
tiagabine	staphylococcal infection	OFFSIDES
tiagabine	respiratory failure	OFFSIDES
tiagabine	drug ineffective	OFFSIDES
tiagabine	extrapyramidal disorder	OFFSIDES
tiagabine	faeces discoloured	OFFSIDES
tiagabine	arteriosclerosis	OFFSIDES
tiagabine	panic attack	OFFSIDES
tiagabine	cerebellar syndrome	OFFSIDES
tiagabine	exophthalmos	OFFSIDES
guanfacine	aggression	OFFSIDES
guanfacine	mania	OFFSIDES
guanfacine	eye disorder	SIDER
guanfacine	bipolar disorder	OFFSIDES
guanfacine	hypokinesia	OFFSIDES
guanfacine	movement disorder	OFFSIDES
guanfacine	neutrophil count decreased	OFFSIDES
guanfacine	disseminated intravascular coagulation	OFFSIDES
guanfacine	loss of consciousness	SIDER
guanfacine	paraesthesia	SIDER
guanfacine	completed suicide	OFFSIDES
guanfacine	nephrolithiasis	OFFSIDES
guanfacine	osteoarthritis	OFFSIDES
guanfacine	anxiety	SIDER
guanfacine	hallucination	SIDER
guanfacine	chest pain	SIDER
guanfacine	blood creatinine increased	OFFSIDES
guanfacine	herpes zoster	OFFSIDES
guanfacine	sinusitis	OFFSIDES
guanfacine	syncope	SIDER
guanfacine	pollakiuria	SIDER
